아이디,성별,연령별,한국 방문횟수(카테고리),문1-1. 한국여행 관심 계기_1,문3-2. 고려한 관광인프라_1,여행동반자_그룹,방문 지역 수,여행 패턴,"문10. 1인 1일 지출경비(상하위 1% 대체, 61일 이상 결측)",문9-3. 총 체재기간_61일 이상 결측,문3-1. 고려한 관광활동_1순위
7993,1,2,4,콘텐츠 및 문화,가성비,혼자형,1,서울 단기형,541.666666666667,3.0,경험형
7994,2,2,4,콘텐츠 및 문화,가성비,친구형,2,수도권/지방형(탐험가형),465.833333333333,3.0,경험형
7996,1,5,4,기타,여행 편의성,혼자형,1,서울 단기형,1687.5,2.0,경험형
7997,1,3,1,가성비 및 접근성,가성비,친구형,1,서울 단기형,253.5,3.0,경험형
7998,2,2,2,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,325.0,3.0,특수 목적
8000,2,2,4,가성비 및 접근성,가성비,혼자형,1,서울 단기형,294.666666666667,3.0,특수 목적
8003,2,4,2,경험형,여행 편의성,친구형,1,서울 심층형,645.8375,8.0,특수 목적
8004,2,5,4,경험형,여행 편의성,가족형,2,서울 심층형,281.180952380952,7.0,"역사, 전통, 자연"
8005,1,6,1,콘텐츠 및 문화,여행 편의성,복합형(가족+친구),1,서울 심층형,212.20375,8.0,도시 소비형
8006,1,3,1,경험형,여행 편의성,가족형,2,서울 단기형,413.336,5.0,경험형
8007,2,4,3,콘텐츠 및 문화,안전 및 퀄리티,가족형,1,서울 심층형,369.05,6.0,도시 소비형
8008,2,3,1,경험형,여행 편의성,복합형(가족+친구),1,수도권/지방형(탐험가형),216.3,5.0,"역사, 전통, 자연"
8009,2,2,2,경험형,여행 편의성,복합형(가족+친구),3,서울 심층형,145.777179487179,39.0,경험형
8010,2,3,4,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 단기형,180.44,2.0,경험형
8013,2,2,4,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 단기형,333.12,5.0,경험형
8014,1,2,1,경험형,안전 및 퀄리티,가족형,6,서울 심층형,246.721,20.0,"역사, 전통, 자연"
8015,2,3,2,콘텐츠 및 문화,안전 및 퀄리티,혼자형,1,서울 단기형,270.66,4.0,경험형
8017,2,2,1,콘텐츠 및 문화,안전 및 퀄리티,직장형,1,수도권/지방형(탐험가형),213.9825,4.0,"역사, 전통, 자연"
8018,2,4,2,콘텐츠 및 문화,여행 편의성,친구형,1,서울 심층형,254.466666666667,6.0,"역사, 전통, 자연"
8020,2,5,1,가성비 및 접근성,가성비,복합형(가족+친구),1,수도권/지방형(탐험가형),216.3,5.0,"역사, 전통, 자연"
8021,2,3,1,콘텐츠 및 문화,여행 편의성,혼자형,1,서울 단기형,242.9,4.0,도시 소비형
8023,2,3,2,경험형,여행 편의성,단체형,2,수도권/지방형(탐험가형),171.804,5.0,도시 소비형
8026,2,3,4,가성비 및 접근성,안전 및 퀄리티,친구형,1,서울 심층형,694.0,7.0,특수 목적
8027,1,3,1,경험형,여행 편의성,혼자형,1,서울 단기형,385.725004,5.0,"역사, 전통, 자연"
8028,2,2,1,가성비 및 접근성,여행 편의성,가족형,1,서울 단기형,239.475,4.0,도시 소비형
8029,1,3,1,경험형,여행 편의성,가족형,1,서울 단기형,179.22,5.0,"역사, 전통, 자연"
8032,2,3,1,경험형,여행 편의성,가족형,1,서울 심층형,344.397325,6.0,"역사, 전통, 자연"
8033,2,5,3,가성비 및 접근성,안전 및 퀄리티,복합형(가족+친구),2,서울 심층형,463.5,6.0,도시 소비형
8034,2,4,2,콘텐츠 및 문화,안전 및 퀄리티,단체형,1,수도권/지방형(탐험가형),278.1,5.0,"역사, 전통, 자연"
8035,1,2,1,경험형,여행 편의성,친구형,1,서울 단기형,385.725004,5.0,"역사, 전통, 자연"
8036,2,5,2,가성비 및 접근성,안전 및 퀄리티,단체형,1,수도권/지방형(탐험가형),232.5225,4.0,도시 소비형
8040,2,2,1,경험형,여행 편의성,친구형,1,서울 단기형,424.152495,5.0,"역사, 전통, 자연"
8042,2,2,1,가성비 및 접근성,여행 편의성,친구형,1,서울 심층형,516.666666666667,6.0,도시 소비형
8043,1,2,1,경험형,여행 편의성,친구형,2,수도권/지방형(탐험가형),208.575,4.0,"역사, 전통, 자연"
8044,2,2,3,경험형,여행 편의성,친구형,1,서울 단기형,294.4,5.0,경험형
8045,1,5,4,가성비 및 접근성,여행 편의성,가족형,1,서울 단기형,544.375,4.0,"역사, 전통, 자연"
8046,2,2,1,콘텐츠 및 문화,여행 편의성,친구형,1,서울 심층형,516.666666666667,6.0,경험형
8048,2,3,4,경험형,가성비,친구형,1,서울 심층형,174.416666666667,6.0,도시 소비형
8049,1,2,1,경험형,안전 및 퀄리티,친구형,3,서울 심층형,539.26,8.0,"역사, 전통, 자연"
8051,2,5,1,콘텐츠 및 문화,여행 편의성,친구형,4,서울 심층형,332.977230769231,13.0,경험형
8057,1,5,1,가성비 및 접근성,가성비,단체형,1,수도권/지방형(탐험가형),197.76,5.0,"역사, 전통, 자연"
8059,1,5,2,가성비 및 접근성,안전 및 퀄리티,단체형,2,수도권/지방형(탐험가형),236.77125,4.0,도시 소비형
8060,2,2,1,경험형,여행 편의성,친구형,1,서울 심층형,297.26927,6.0,특수 목적
8061,2,2,1,경험형,안전 및 퀄리티,친구형,2,서울 심층형,165.725028571429,7.0,"역사, 전통, 자연"
8062,2,3,4,경험형,여행 편의성,혼자형,1,서울 심층형,499.571714285714,7.0,경험형
8063,2,2,1,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,서울 단기형,301.89,4.0,도시 소비형
8064,2,2,1,경험형,안전 및 퀄리티,혼자형,1,서울 심층형,267.19,8.0,경험형
8065,2,3,4,가성비 및 접근성,여행 편의성,가족형,2,서울 단기형,611.0,5.0,"역사, 전통, 자연"
8066,1,2,1,경험형,여행 편의성,친구형,1,서울 단기형,326.27115,5.0,도시 소비형
8067,2,2,1,가성비 및 접근성,가성비,친구형,1,수도권/지방형(탐험가형),149.865,4.0,특수 목적
8069,2,5,1,경험형,안전 및 퀄리티,가족형,1,서울 단기형,291.468894,5.0,"역사, 전통, 자연"
8070,2,3,1,경험형,여행 편의성,친구형,1,서울 단기형,670.4375,5.0,특수 목적
8071,2,2,1,콘텐츠 및 문화,안전 및 퀄리티,친구형,3,서울 심층형,662.142857142857,7.0,"역사, 전통, 자연"
8072,2,3,1,콘텐츠 및 문화,여행 편의성,단체형,2,서울 심층형,368.823529411765,17.0,"역사, 전통, 자연"
8075,1,3,1,경험형,여행 편의성,친구형,1,서울 심층형,253.76645,6.0,도시 소비형
8076,2,2,1,경험형,가성비,가족형,1,서울 심층형,344.446666666667,6.0,"역사, 전통, 자연"
8077,2,2,4,경험형,가성비,가족형,1,서울 단기형,141.375,4.0,도시 소비형
8078,2,4,1,경험형,여행 편의성,친구형,1,서울 단기형,295.819176,5.0,"역사, 전통, 자연"
8081,2,3,1,경험형,여행 편의성,혼자형,1,서울 단기형,290.0188,5.0,"역사, 전통, 자연"
8082,2,4,4,가성비 및 접근성,안전 및 퀄리티,혼자형,1,서울 심층형,319.843333333333,6.0,도시 소비형
8084,1,4,3,경험형,여행 편의성,가족형,2,서울 심층형,387.5025,8.0,도시 소비형
8085,1,2,1,경험형,여행 편의성,혼자형,2,서울 심층형,419.9895,7.0,"역사, 전통, 자연"
8086,2,2,2,콘텐츠 및 문화,가성비,가족형,1,서울 단기형,152.172222222222,3.0,도시 소비형
8088,1,2,1,경험형,여행 편의성,친구형,1,서울 심층형,281.732548571429,7.0,"역사, 전통, 자연"
8090,2,3,1,콘텐츠 및 문화,여행 편의성,친구형,3,서울 심층형,357.566666666667,6.0,경험형
8091,2,2,2,가성비 및 접근성,안전 및 퀄리티,친구형,2,수도권/지방형(탐험가형),187.2,5.0,"역사, 전통, 자연"
8092,2,5,1,가성비 및 접근성,안전 및 퀄리티,혼자형,2,서울 단기형,166.56,5.0,도시 소비형
8093,2,2,4,콘텐츠 및 문화,가성비,혼자형,1,서울 단기형,520.0,2.0,특수 목적
8094,1,6,4,콘텐츠 및 문화,가성비,친구형,1,수도권/지방형(탐험가형),455.0,2.0,경험형
8095,2,3,2,경험형,여행 편의성,친구형,1,서울 심층형,279.747300833333,6.0,"역사, 전통, 자연"
8096,1,4,1,가성비 및 접근성,여행 편의성,친구형,1,서울 단기형,233.566666666667,3.0,도시 소비형
8097,1,4,4,콘텐츠 및 문화,여행 편의성,친구형,1,서울 단기형,334.75,3.0,도시 소비형
8098,2,5,3,가성비 및 접근성,안전 및 퀄리티,단체형,2,수도권/지방형(탐험가형),251.875,4.0,"역사, 전통, 자연"
8100,1,3,1,경험형,안전 및 퀄리티,혼자형,1,서울 단기형,166.76081,5.0,"역사, 전통, 자연"
8101,2,6,4,경험형,안전 및 퀄리티,복합형(가족+친구),1,수도권/지방형(탐험가형),243.75,4.0,도시 소비형
8104,1,2,1,콘텐츠 및 문화,여행 편의성,친구형,1,수도권/지방형(탐험가형),146.25,4.0,"역사, 전통, 자연"
8105,2,2,1,경험형,여행 편의성,가족형,1,서울 심층형,280.0,6.0,도시 소비형
8106,2,2,3,경험형,여행 편의성,혼자형,1,서울 심층형,239.055555555556,9.0,특수 목적
8107,2,2,4,콘텐츠 및 문화,안전 및 퀄리티,혼자형,1,서울 단기형,959.833333333333,3.0,경험형
8108,2,5,1,경험형,여행 편의성,가족형,1,서울 심층형,225.972981666667,6.0,"역사, 전통, 자연"
8110,2,3,4,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,서울 단기형,618.0,4.0,도시 소비형
8112,2,2,4,가성비 및 접근성,안전 및 퀄리티,가족형,1,서울 단기형,516.75,3.0,특수 목적
8113,2,5,3,가성비 및 접근성,여행 편의성,가족형,1,수도권/지방형(탐험가형),507.5329,4.0,도시 소비형
8114,1,5,4,경험형,여행 편의성,혼자형,1,서울 심층형,319.166666666667,6.0,경험형
8119,1,3,4,경험형,여행 편의성,친구형,1,서울 단기형,292.5,3.0,도시 소비형
8120,1,2,1,경험형,여행 편의성,가족형,1,서울 심층형,441.666666666667,6.0,"역사, 전통, 자연"
8121,2,3,1,경험형,여행 편의성,가족형,1,서울 심층형,405.833333333333,6.0,도시 소비형
8122,1,2,1,경험형,안전 및 퀄리티,단체형,4,서울 심층형,160.0,15.0,경험형
8124,2,2,1,경험형,여행 편의성,친구형,1,서울 심층형,510.0,6.0,도시 소비형
8126,2,4,1,가성비 및 접근성,가성비,복합형(가족+친구),1,수도권/지방형(탐험가형),163.2,5.0,"역사, 전통, 자연"
8129,1,4,1,가성비 및 접근성,여행 편의성,직장형,1,수도권/지방형(탐험가형),207.4,4.0,"역사, 전통, 자연"
8130,1,3,1,가성비 및 접근성,안전 및 퀄리티,가족형,2,수도권/지방형(탐험가형),272.0,5.0,"역사, 전통, 자연"
8134,2,2,1,경험형,여행 편의성,친구형,1,서울 심층형,224.76457,7.0,도시 소비형
8135,2,4,1,경험형,여행 편의성,가족형,1,서울 심층형,243.408635714286,7.0,"역사, 전통, 자연"
8136,1,2,1,경험형,여행 편의성,친구형,1,서울 심층형,211.817302142857,7.0,"역사, 전통, 자연"
8146,2,2,1,경험형,가성비,가족형,1,서울 심층형,334.0,10.0,도시 소비형
8155,1,2,1,콘텐츠 및 문화,가성비,친구형,2,수도권/지방형(탐험가형),189.237267,5.0,"역사, 전통, 자연"
8157,2,3,1,가성비 및 접근성,가성비,단체형,2,수도권/지방형(탐험가형),219.87050275,4.0,"역사, 전통, 자연"
8158,1,3,2,가성비 및 접근성,여행 편의성,직장형,2,수도권/지방형(탐험가형),153.709964,5.0,"역사, 전통, 자연"
8159,1,2,1,콘텐츠 및 문화,여행 편의성,친구형,1,수도권/지방형(탐험가형),229.29611375,4.0,특수 목적
8163,1,4,1,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),200.85,4.0,특수 목적
8164,2,1,4,콘텐츠 및 문화,가성비,가족형,1,수도권/지방형(탐험가형),195.7,5.0,특수 목적
8165,1,2,2,가성비 및 접근성,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),828.12,5.0,"역사, 전통, 자연"
8167,2,3,4,콘텐츠 및 문화,여행 편의성,가족형,3,서울 심층형,72.2716666666667,12.0,"역사, 전통, 자연"
8168,2,4,3,콘텐츠 및 문화,여행 편의성,가족형,2,수도권/지방형(탐험가형),156.4737375,4.0,도시 소비형
8170,2,2,1,경험형,가성비,단체형,1,수도권/지방형(탐험가형),370.8,1.0,도시 소비형
8171,1,3,2,콘텐츠 및 문화,여행 편의성,가족형,2,수도권/지방형(탐험가형),153.47,6.0,경험형
8172,2,5,2,가성비 및 접근성,안전 및 퀄리티,가족형,1,수도권/지방형(탐험가형),166.86,5.0,"역사, 전통, 자연"
8173,2,5,1,가성비 및 접근성,안전 및 퀄리티,복합형(가족+친구),1,수도권/지방형(탐험가형),222.48,5.0,"역사, 전통, 자연"
8176,2,2,1,콘텐츠 및 문화,여행 편의성,친구형,3,서울 심층형,158.914285714286,7.0,도시 소비형
8177,1,4,1,가성비 및 접근성,가성비,복합형(가족+친구),2,수도권/지방형(탐험가형),222.48,5.0,"역사, 전통, 자연"
8178,2,3,1,콘텐츠 및 문화,안전 및 퀄리티,단체형,1,수도권/지방형(탐험가형),228.66,5.0,"역사, 전통, 자연"
8180,1,3,2,경험형,가성비,친구형,1,수도권/지방형(탐험가형),370.8,4.0,"역사, 전통, 자연"
8181,1,4,2,가성비 및 접근성,여행 편의성,직장형,1,수도권/지방형(탐험가형),218.6175,4.0,경험형
8182,2,5,3,가성비 및 접근성,안전 및 퀄리티,단체형,2,수도권/지방형(탐험가형),191.58,5.0,도시 소비형
8183,2,5,2,가성비 및 접근성,안전 및 퀄리티,단체형,2,수도권/지방형(탐험가형),220.935,4.0,"역사, 전통, 자연"
8184,1,3,1,경험형,여행 편의성,친구형,4,서울 심층형,222.222222222222,9.0,"역사, 전통, 자연"
8185,2,3,2,콘텐츠 및 문화,가성비,직장형,2,수도권/지방형(탐험가형),239.08875,4.0,"역사, 전통, 자연"
8186,2,2,1,콘텐츠 및 문화,여행 편의성,친구형,2,수도권/지방형(탐험가형),181.074,5.0,도시 소비형
8188,2,3,2,경험형,여행 편의성,친구형,1,수도권/지방형(탐험가형),341.25,4.0,도시 소비형
8189,2,2,2,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),219.375,4.0,"역사, 전통, 자연"
8192,2,3,2,경험형,안전 및 퀄리티,친구형,2,수도권/지방형(탐험가형),182.65,5.0,특수 목적
8193,2,2,2,경험형,안전 및 퀄리티,친구형,1,수도권/지방형(탐험가형),195.0,4.0,"역사, 전통, 자연"
8195,2,2,2,콘텐츠 및 문화,여행 편의성,친구형,2,수도권/지방형(탐험가형),141.807333333333,6.0,도시 소비형
8196,2,2,1,콘텐츠 및 문화,안전 및 퀄리티,친구형,3,서울 심층형,229.864285714286,7.0,"역사, 전통, 자연"
8198,2,3,3,가성비 및 접근성,여행 편의성,친구형,1,수도권/지방형(탐험가형),241.682333333333,6.0,특수 목적
8200,2,5,1,경험형,여행 편의성,단체형,1,수도권/지방형(탐험가형),241.682333333333,6.0,"역사, 전통, 자연"
8201,2,3,1,경험형,여행 편의성,직장형,1,수도권/지방형(탐험가형),204.0,4.0,도시 소비형
8202,2,2,1,콘텐츠 및 문화,안전 및 퀄리티,친구형,2,수도권/지방형(탐험가형),223.04,4.0,특수 목적
8203,2,2,1,경험형,안전 및 퀄리티,친구형,2,서울 심층형,443.571428571429,7.0,"역사, 전통, 자연"
8204,2,4,1,경험형,안전 및 퀄리티,복합형(가족+친구),4,서울 심층형,193.345866666667,6.0,"역사, 전통, 자연"
8205,2,2,1,콘텐츠 및 문화,여행 편의성,친구형,2,수도권/지방형(탐험가형),339.0,5.0,경험형
8207,2,3,2,콘텐츠 및 문화,여행 편의성,단체형,2,수도권/지방형(탐험가형),254.0,5.0,"역사, 전통, 자연"
8209,2,2,1,가성비 및 접근성,여행 편의성,직장형,2,수도권/지방형(탐험가형),155.160058,5.0,"역사, 전통, 자연"
8211,2,2,1,콘텐츠 및 문화,여행 편의성,친구형,1,수도권/지방형(탐험가형),223.85826125,4.0,경험형
8214,1,2,1,가성비 및 접근성,안전 및 퀄리티,단체형,1,수도권/지방형(탐험가형),185.4,5.0,경험형
8216,2,5,3,콘텐츠 및 문화,안전 및 퀄리티,단체형,1,수도권/지방형(탐험가형),325.0,2.0,도시 소비형
8217,1,2,1,경험형,여행 편의성,친구형,1,수도권/지방형(탐험가형),151.666666666667,3.0,도시 소비형
8218,2,2,1,콘텐츠 및 문화,여행 편의성,친구형,1,수도권/지방형(탐험가형),151.666666666667,3.0,"역사, 전통, 자연"
8219,2,3,1,경험형,안전 및 퀄리티,가족형,2,서울 심층형,223.125,6.0,"역사, 전통, 자연"
8220,2,5,1,경험형,안전 및 퀄리티,복합형(가족+친구),1,서울 심층형,297.5,7.0,"역사, 전통, 자연"
8221,1,3,2,경험형,여행 편의성,직장형,1,서울 단기형,255.0,5.0,"역사, 전통, 자연"
8222,2,4,2,가성비 및 접근성,안전 및 퀄리티,친구형,1,서울 단기형,531.25,4.0,특수 목적
8225,2,5,2,콘텐츠 및 문화,안전 및 퀄리티,직장형,1,서울 단기형,265.625,4.0,도시 소비형
8227,1,2,1,콘텐츠 및 문화,여행 편의성,단체형,2,서울 단기형,263.5,5.0,경험형
8229,2,4,1,경험형,안전 및 퀄리티,단체형,1,서울 심층형,529.3875,8.0,"역사, 전통, 자연"
8232,1,3,1,경험형,안전 및 퀄리티,가족형,2,서울 심층형,272.55,11.0,도시 소비형
8234,2,2,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,2,서울 심층형,104.826923076923,13.0,특수 목적
8237,1,4,1,콘텐츠 및 문화,안전 및 퀄리티,혼자형,1,서울 심층형,272.55,10.0,"역사, 전통, 자연"
8238,1,4,3,경험형,여행 편의성,혼자형,1,서울 단기형,824.5,5.0,"역사, 전통, 자연"
8239,2,5,1,콘텐츠 및 문화,안전 및 퀄리티,가족형,1,서울 심층형,213.084545454545,11.0,"역사, 전통, 자연"
8240,2,3,1,경험형,여행 편의성,가족형,1,서울 심층형,129.270833333333,6.0,특수 목적
8245,1,4,1,콘텐츠 및 문화,여행 편의성,가족형,1,서울 심층형,116.807142857143,21.0,"역사, 전통, 자연"
8246,2,3,4,콘텐츠 및 문화,안전 및 퀄리티,친구형,1,서울 단기형,160.224288,5.0,도시 소비형
8247,2,2,1,콘텐츠 및 문화,안전 및 퀄리티,복합형(가족+친구),3,서울 심층형,238.48125,16.0,도시 소비형
8248,2,5,4,가성비 및 접근성,안전 및 퀄리티,가족형,1,서울 단기형,533.41125,4.0,도시 소비형
8249,2,3,3,콘텐츠 및 문화,여행 편의성,친구형,1,서울 심층형,368.0,7.0,도시 소비형
8250,2,2,1,기타,안전 및 퀄리티,직장형,1,서울 단기형,153.0,5.0,도시 소비형
8251,1,3,3,경험형,안전 및 퀄리티,가족형,1,서울 단기형,145.36,3.0,"역사, 전통, 자연"
8256,1,3,1,경험형,여행 편의성,가족형,5,서울 심층형,183.351818181818,11.0,특수 목적
8259,2,3,4,경험형,안전 및 퀄리티,혼자형,3,수도권/지방형(탐험가형),146.495625,32.0,"역사, 전통, 자연"
